tweet_id,text,location,cleaned_text
ID_1039890086677110784,SWFD & Escambia Co.EMS deployed teams to Carolina coasts on Tues to help support local EMS agencies as Hurricane Florence approaches. Fla.sending 25 Ambulances/ 5 Command Vehicles to the area Please keep our teams in your thoughts. #swfdpride @WJHG_TV @WMBBTV @30a @weartv,Carolina,SWFD   Escambia CoEMS deploy team Carolina coast Tues help support local EMS agency Hurricane Florence approach flasende 25 Ambulances 5 Command Vehicles area team thought swfdpride    
ID_783803775702011904,"RatedBama just posted Haiti Costal Town Destroyed by Hurricane Matthew, read it here:",Haiti,RatedBama post Haiti Costal Town destroy Hurricane Matthew read
ID_915274511133659136,RT @fronterasdesk: ICYMI: AZ businesses are continuing to donate toward relief for the earthquake that struck central Mexico. /,Mexico,RT   ICYMI AZ business continue donate relief earthquake strike central Mexico
ID_1063632060126978048,"More than 1,000 unaccounted for in Northern California wildfires death toll grows to 71 & About 47,200 remained evacuated Friday  via @nbcnews",California,1000 unaccounted Northern California wildfire death toll grow 71   47200 remained evacuate Friday  
ID_910729836615761920,RT @janinekrippner: Two buildings hitting each other during the #Mexico #earthquake. I just keep shaking my head. #CDMX,CDMX Mexico,RT   building hit Mexico earthquake shake head CDMX
ID_1032626106942124032,"Numero Uno production house, @LycaProductions contributes 1 CR towards #KeralaFloodRelief.. Nishanthan Niruthan (Group General Manager) handed over 1 CR to the #Kerala CM Distress Relief Fund ὄCὄF",Kerala,Numero Uno production house   contribute 1 cr keralafloodrelief Nishanthan Niruthan Group General Manager hand 1 cr Kerala CM Distress Relief Fund CF
ID_1022160976211267584,"My piece for the @independent on the aftermath of the #forestfires around #Athens. Our house is totally destroyed, there’s nothing left,” said one resident of Mati, by far the worst affected area.",Athens Mati,piece   aftermath forestfire Athens house totally destroy s leave say resident Mati far worst affected area
ID_797849043804114944,RT @radionz: BREAKING: A tsunami warning for all southern coastal areas of NZ has been issued by the the Ministry of Civil Defence. #eqnz,NZ,RT   BREAKING tsunami warn southern coastal area NZ issue Ministry Civil Defence eqnz
ID_911923667638079488,We are collecting pet supply donations for the lost and abandoned pets in the wake of Hurricane Maria. (407) 498-3080,,collect pet supply donation lose abandon pet wake Hurricane Maria 407 4983080
ID_1110739719023792128,"With the risk of hunger and starvation looming over livestock across Nebraska, much-needed relief came from North Dakota in the form of a giant hay shipment.",Nebraska North Dakota,risk hunger starvation loom livestock Nebraska muchneede relief come North Dakota form giant hay shipment
ID_910538236010868736,"Thanks for asking. I was not in Mexico city when the earthquake happened. If you want to help, donations to the rescue teams are appreciated",Mexico,thank ask Mexico city earthquake happen want help donation rescue team appreciate
ID_1111331485582348288,"Wow: U.S. govt warns theres a spring flood risk for two-thirds of the Lower 48 In Nebraska and Iowa theres a brown sea where there should be homes, roads, gas stations, and open country. Historic floods have deluged   via @Mashable #Technology #Tech",Iowa Nebraska,wow govt warn s spring flood risk twothird Lower 48 Nebraska Iowa s brown sea home road gas station open country historic flood deluge      Technology Tech
ID_1001206992684363776,Rescuers Seeking Army National Guard Member Still Missing In Maryland Flooding,Maryland,rescuer seek Army National Guard Member miss Maryland flooding
ID_721595692888760320,"RT @USATODAY: UPDATE: 77 killed, hundreds injured in Ecuadors 7.8 earthquake",Ecuadors,RT   update 77 kill hundred injure Ecuadors 78 earthquake
ID_902650874408906752,❤️ Help @shelterboxusa provide shelter and supplies to the victims of #harvey. Go to  and donate. #texasstrong,,  help   provide shelter supply victim harvey   donate texasstrong
ID_903380301023457280,"So many stories of volunteers helping. As a Texan and an @WCU professor, for me this one is close to both homes.",Texan,story volunteer help Texan   professor close home
ID_913683297439494144,Detroit families traveling to Puerto Rico after Hurricane Maria devastates island,Detroit Puerto Rico,Detroit family travel Puerto Rico Hurricane Maria devastate island
ID_1110561017979756544,Why isn’t the main stream media talking about the flooding in Nebraska? There is a nuclear power plant there in danger of flooding.,Nebraska,not main stream medium talk flooding Nebraska nuclear power plant danger flooding
ID_1168221340245090304,The beginning of the incredible damage is now coming out from #Dorian,,beginning incredible damage come Dorian
ID_730509515981004800,RT @JoeyStyles: Please help if you can: @FightOwensFight & TylerBreeze (@mmmGorgeous) raise funds for Canadian wildfire victims .,Canadian,RT   help    TylerBreeze   raise fund canadian wildfire victim
ID_783826534381543424,US Military Deploys Relief Mission to Haiti After Hurricane Matthew,Haiti US,Military Deploys Relief Mission Haiti Hurricane Matthew
ID_1030384275823230976,RT @Parul_RajeevM: Please pass on this information,,RT   pass information
ID_1030740514029678592,#OpSahyog #KeralaFloodRelief Team members of Defence Security Corps from Kannur evacuating old and needy flood victims from #Wayanad district.,Kannur Wayanad,OpSahyog KeralaFloodRelief Team member Defence Security Corps Kannur evacuate old needy flood victim Wayanad district
ID_907052488972533760,"The latest in our #HurricaneIrma live blog: Deaths feared in Keys, third construction crane falls",,late HurricaneIrma live blog death fear Keys construction crane fall
ID_912462925410869248,"23,000 Dominicans out of their homes after #HurricaneMaria & the River Yuna floods increased in the last hours",River Yuna,23000 dominican home HurricaneMaria   River Yuna flood increase hour
ID_1039553645958840320,"Please stay safe out there over the coming week. Make sure that you have requisite supplies, contact for emergency services, and have located an emergency shelter in your area, should you need it. #HurricaneFlorence",,stay safe come week sure requisite supply contact emergency service locate emergency shelter area need HurricaneFlorence
ID_909372747347873792,Hurricane Irma Responsible for Killing At Least 73 People  #news,,Hurricane Irma Responsible kill 73 People   news
ID_798002091985776640,#3Novices : Aftershocks rattle New Zealand after powerful quake kills two  A strong new earthquake with a magnitude,New Zealand,3novice   aftershock rattle New Zealand powerful quake kill   strong new earthquake magnitude
ID_903746381734699008,Endorsed today by @GregAbbott_TX Rebuild TX fund in partnership w/ @MSDF_Foundation To help w. #Harvey response.,TX,endorse today   Rebuild TX fund partnership w   help w Harvey response
ID_1167999512151023616,11PM update for #Dorian suggest maximum winds are near 150 mph. Storm is likely to slowly move over the northernmost Bahamas (catastrophic damage possible there!) before moving northward. Folks in the FL Peninsula need to KEEP WATCHING this system! Major impacts still possible!,Bahamas FL,11pm update Dorian suggest maximum wind near 150 mph storm likely slowly northernmost Bahamas catastrophic damage possible move northward folk FL Peninsula need watch system major impact possible
ID_873397891196440576,Bravo #Israel for being among the first countries to help #SriLanka as it recovers from devastating floods that occurred over the weekend,Israel SriLanka,Bravo Israel country help SriLanka recover devastating flood occur weekend
ID_1168235931234701312,"We are bringing back our #MagicalHelpers campaign. Right now, any package you book we will take $10 and donate it towards #HurricaneDorian Relief. All donations will go 100% to @SamaritansPurse . Visit  and be a #magicalhelper today!",,bring MagicalHelpers campaign right package book 10 donate HurricaneDorian Relief donation 100    visit   magicalhelper today
ID_768470340246835200,Its like a war zone a woman tells me. Damage from #italyearthquake in Amatrice.,Amatrice,like war zone woman tell damage italyearthquake Amatrice
ID_870975051352293376,Starting immediate #floodrelief work with my Ministry officials Ratnapura on the directions of #Srilanka President .@MaithripalaS #floodsl,Ratnapura Srilanka,start immediate floodrelief work Ministry official Ratnapura direction Srilanka President   floodsl
ID_869957658752757760,RT @WorldVisionLK: Images captured on our way to distribute relief goods in #Ratnapura #FloodReliefLKA #FloodSL #Flood2017,Ratnapura,RT   Images capture way distribute relief good Ratnapura FloodReliefLKA FloodSL flood2017
ID_1107309860322983936,RT @RangaMberi: Hectic. Moza Met Dept is forecasting even more heavy rains.,,RT   Hectic Moza Met Dept forecast heavy rain
ID_1030810698492727296,#KeralaFloods Donate guys sewa bharti or PM relief fund. donate. Many more to come from other states but Commies are spreading lies,,keralaflood donate guy sewa bharti PM relief fund donate come state Commies spread lie
ID_915972307063005184,<3 Your fellow SACNISTAs need your help recovering from the three Hurricanes & the Mexico earthquake! Take action:,Mexico,3 fellow sacnista need help recover Hurricanes   Mexico earthquake action
ID_910533446564532224,Rescue Work Continues After Tuesdays Mexico City Earthquake,Mexico City,rescue Work continue Tuesdays Mexico City Earthquake
ID_913338924109631488,".@TheSatoProject is in #PuertoRico finding & evacuating dogs after #HurricaneMaria. To help, please visit:  ἟5἟7❤️",PuertoRico,  PuertoRico find   evacuate dog HurricaneMaria help visit   57
ID_722162800471248896,@TheEllenShow Ecuador needs the help of everyone. Please!,Ecuador,  Ecuador need help
ID_1168157485582159872,"RT @sherred_ellen: Ugh, Hurricane Irma completely destroyed Barbuda with winds of 185 mph. Caused so much damage in the USVI and PR",Barbuda,RT   Ugh Hurricane Irma completely destroy Barbuda wind 185 mph cause damage USVI pr
ID_1027834571704999936,"Chinas Red Cross Society donates $100,000 to fire-stricken Greeks  #Greece #news",Greece,Chinas Red Cross Society donate 100000 firestricken Greeks   Greece news
ID_783857505373855744,(Independent) Hurricane Matthew: Emergency workers struggle to reach worst-hit parts of Haiti as storm barrel,Haiti,Independent Hurricane Matthew Emergency worker struggle reach worsthit part Haiti storm barrel
ID_729509146463219712,Rapper @classified donating song proceeds to wildfire relief efforts in Fort Mac  More reasons why he is the best!!,Fort Mac,rapper   donate song proceed wildfire relief effort Fort Mac   reason good
ID_728645941742473216,Latest on fire damage and progress #ymmfire,,late fire damage progress ymmfire
ID_735213061779251200,BGEACs Rapid Response Chaplains are now in Fort McMurray to help wildfire victims. Details here:,Fort McMurray,BGEACs Rapid Response Chaplains Fort McMurray help wildfire victim detail
ID_1176486012383612928,The people of occupied Kashmir are already facing a lot of challenges and no body knows whether they are affected by the #earthquake or not due to communication blackout.,Kashmir,people occupied Kashmir face lot challenge body know affect earthquake communication blackout
ID_1176584482394116096,"A powerful #earthquake of magnitude 5.8 shook Pakistan-administered #Kashmir and other areas in the eastern Punjab province on Tuesday, killing at least 22 people and injuring around 300 while rescue operations get underway, officials said",Kashmir Pakistan Punjab,powerful earthquake magnitude 58 shake Pakistanadministered Kashmir area eastern Punjab province Tuesday kill 22 people injure 300 rescue operation underway official say
